description,chance-success
"health: 0.62
strength: 0.31
dexterity: 0.27
perception: 0.40
intelligence: 0.58
charisma: 0.33
stamina: 0.37
<DM>A noble invites you to perform a speech.</DM>
<Player>I try to impress the crowd.</Player>",0.21
"health: 0.70
strength: 0.28
dexterity: 0.42
perception: 0.34
intelligence: 0.47
charisma: 0.59
stamina: 0.22
<DM>You have to march a long distance across the desert.</DM>
<Player>I keep walking.</Player>",0.15
"health: 0.50
strength: 0.40
dexterity: 0.32
perception: 0.71
intelligence: 0.39
charisma: 0.28
stamina: 0.45
<DM>A con artist tries to deceive you.</DM>
<Player>I see through their lies.</Player>",0.22
"health: 0.58
strength: 0.39
dexterity: 0.20
perception: 0.52
intelligence: 0.62
charisma: 0.35
stamina: 0.27
<DM>You must dance gracefully at a ball.</DM>
<Player>I try to keep up.</Player>",0.18
"health: 0.41
strength: 0.25
dexterity: 0.31
perception: 0.60
intelligence: 0.48
charisma: 0.39
stamina: 0.22
<DM>A pack of wolves is chasing you through the forest.</DM>
<Player>I try to outrun them.</Player>",0.16
"health: 0.55
strength: 0.42
dexterity: 0.30
perception: 0.57
intelligence: 0.39
charisma: 0.33
stamina: 0.28
<DM>You must balance on a narrow ledge over a deep chasm.</DM>
<Player>I carefully walk across.</Player>",0.19
"health: 0.38
strength: 0.40
dexterity: 0.27
perception: 0.32
intelligence: 0.45
charisma: 0.29
stamina: 0.31
<DM>A strong gust of wind threatens to knock you off a rope bridge.</DM>
<Player>I brace myself and hold on.</Player>",0.17
"health: 0.46
strength: 0.35
dexterity: 0.32
perception: 0.50
intelligence: 0.24
charisma: 0.42
stamina: 0.41
<DM>A wise elder asks you a difficult riddle.</DM>
<Player>I try to solve it.</Player>",0.14
"health: 0.52
strength: 0.33
dexterity: 0.29
perception: 0.55
intelligence: 0.60
charisma: 0.22
stamina: 0.34
<DM>A diplomat awaits your response to a delicate negotiation.</DM>
<Player>I try to be persuasive.</Player>",0.18
"health: 0.70
strength: 0.42
dexterity: 0.20
perception: 0.38
intelligence: 0.55
charisma: 0.29
stamina: 0.45
<DM>A pickpocket attempts to steal your pouch.</DM>
<Player>I notice and catch them.</Player>",0.19
"health: 0.61
strength: 0.34
dexterity: 0.25
perception: 0.66
intelligence: 0.31
charisma: 0.50
stamina: 0.27
<DM>You must perform a backflip to entertain a crowd.</DM>
<Player>I attempt the flip.</Player>",0.16
"health: 0.48
strength: 0.37
dexterity: 0.41
perception: 0.29
intelligence: 0.57
charisma: 0.52
stamina: 0.23
<DM>You need to spot a hidden enemy in the distance.</DM>
<Player>I scan the area carefully.</Player>",0.15
"health: 0.59
strength: 0.32
dexterity: 0.30
perception: 0.42
intelligence: 0.61
charisma: 0.27
stamina: 0.38
<DM>You are asked to read an ancient, faded manuscript.</DM>
<Player>I try to decipher the text.</Player>",0.17
"health: 0.51
strength: 0.39
dexterity: 0.28
perception: 0.46
intelligence: 0.33
charisma: 0.62
stamina: 0.26
<DM>A grand ball is in full swing.</DM>
<Player>I attempt an elegant waltz.</Player>",0.18
"health: 0.45
strength: 0.28
dexterity: 0.29
perception: 0.39
intelligence: 0.41
charisma: 0.30
stamina: 0.20
<DM>You must hold your breath underwater for a long time.</DM>
<Player>I stay submerged as long as possible.</Player>",0.12
"health: 0.63
strength: 0.31
dexterity: 0.33
perception: 0.70
intelligence: 0.35
charisma: 0.25
stamina: 0.30
<DM>A hostile noble tries to publicly humiliate you.</DM>
<Player>I come up with a witty response.</Player>",0.19
"health: 0.56
strength: 0.29
dexterity: 0.37
perception: 0.45
intelligence: 0.59
charisma: 0.24
stamina: 0.35
<DM>A rich merchant asks for your opinion on their new outfit.</DM>
<Player>I try to flatter them.</Player>",0.18
"health: 0.40
strength: 0.36
dexterity: 0.28
perception: 0.52
intelligence: 0.46
charisma: 0.31
stamina: 0.25
<DM>A wolf lunges at you.</DM>
<Player>I try to dodge.</Player>",0.16
"health: 0.53
strength: 0.34
dexterity: 0.23
perception: 0.58
intelligence: 0.43
charisma: 0.40
stamina: 0.32
<DM>You attempt to juggle flaming torches.</DM>
<Player>I give it a shot.</Player>",0.17
"health: 0.50
strength: 0.30
dexterity: 0.42
perception: 0.34
intelligence: 0.60
charisma: 0.22
stamina: 0.29
<DM>You need to win over a skeptical crowd.</DM>
<Player>I try to inspire them.</Player>",0.14
"health: 0.47
strength: 0.33
dexterity: 0.30
perception: 0.40
intelligence: 0.35
charisma: 0.58
stamina: 0.20
<DM>A soldier challenges you to a running race.</DM>
<Player>I sprint as fast as I can.</Player>",0.12
"health: 0.65
strength: 0.38
dexterity: 0.27
perception: 0.44
intelligence: 0.52
charisma: 0.28
stamina: 0.33
<DM>You must sneak into a heavily guarded fortress.</DM>
<Player>I try to move silently.</Player>",0.18
"health: 0.55
strength: 0.29
dexterity: 0.22
perception: 0.58
intelligence: 0.62
charisma: 0.35
stamina: 0.27
<DM>You are challenged to an arm-wrestling match.</DM>
<Player>I try to overpower my opponent.</Player>",0.15
"health: 0.58
strength: 0.31
dexterity: 0.25
perception: 0.37
intelligence: 0.40
charisma: 0.50
stamina: 0.21
<DM>A deep river stands between you and your destination.</DM>
<Player>I try to swim across.</Player>",0.14
"health: 0.42
strength: 0.28
dexterity: 0.30
perception: 0.56
intelligence: 0.53
charisma: 0.38
stamina: 0.22
<DM>A burning building is collapsing around you.</DM>
<Player>I sprint to escape.</Player>",0.16
"health: 0.49
strength: 0.24
dexterity: 0.31
perception: 0.60
intelligence: 0.41
charisma: 0.37
stamina: 0.27
<DM>A thief is running away with your gold.</DM>
<Player>I chase them down.</Player>",0.17
"health: 0.62
strength: 0.30
dexterity: 0.28
perception: 0.34
intelligence: 0.50
charisma: 0.41
stamina: 0.19
<DM>You need to climb a steep cliff.</DM>
<Player>I grip the rocks and climb up.</Player>",0.13
"health: 0.39
strength: 0.32
dexterity: 0.22
perception: 0.59
intelligence: 0.48
charisma: 0.35
stamina: 0.26
<DM>A trap door is closing fast!</DM>
<Player>I dive through it.</Player>",0.15
"health: 0.55
strength: 0.22
dexterity: 0.40
perception: 0.33
intelligence: 0.39
charisma: 0.60
stamina: 0.28
<DM>An angry mob is approaching.</DM>
<Player>I convince them to calm down.</Player>",0.18
"health: 0.48
strength: 0.37
dexterity: 0.23
perception: 0.54
intelligence: 0.42
charisma: 0.27
stamina: 0.30
<DM>You attempt to defuse a bomb.</DM>
<Player>I carefully cut the wires.</Player>",0.17
"health: 0.60
strength: 0.33
dexterity: 0.28
perception: 0.50
intelligence: 0.38
charisma: 0.25
stamina: 0.35
<DM>A shadowy figure follows you in a dark alley.</DM>
<Player>I detect their presence and prepare.</Player>",0.16
"health: 0.53
strength: 0.28
dexterity: 0.27
perception: 0.57
intelligence: 0.35
charisma: 0.34
stamina: 0.20
<DM>You must dodge a barrage of arrows.</DM>
<Player>I weave and duck.</Player>",0.15
"health: 0.50
strength: 0.35
dexterity: 0.29
perception: 0.48
intelligence: 0.55
charisma: 0.22
stamina: 0.24
<DM>A noble asks for your opinion on poetry.</DM>
<Player>I try to impress them with a poem.</Player>",0.17
"health: 0.38
strength: 0.26
dexterity: 0.32
perception: 0.55
intelligence: 0.40
charisma: 0.31
stamina: 0.22
<DM>You are slipping off a wet rock ledge.</DM>
<Player>I try to hold on.</Player>",0.16
"health: 0.67
strength: 0.29
dexterity: 0.26
perception: 0.45
intelligence: 0.53
charisma: 0.28
stamina: 0.22
<DM>You need to break down a locked door.</DM>
<Player>I ram into it.</Player>",0.15
"health: 0.42
strength: 0.33
dexterity: 0.21
perception: 0.58
intelligence: 0.60
charisma: 0.39
stamina: 0.20
<DM>A wizard tests your magical knowledge.</DM>
<Player>I try to recall the correct spell.</Player>",0.14
"health: 0.51
strength: 0.40
dexterity: 0.28
perception: 0.38
intelligence: 0.50
charisma: 0.22
stamina: 0.23
<DM>A tavern brawl breaks out.</DM>
<Player>I dodge the flying punches.</Player>",0.17
"health: 0.45
strength: 0.31
dexterity: 0.29
perception: 0.54
intelligence: 0.40
charisma: 0.60
stamina: 0.18
<DM>You must recite a long speech from memory.</DM>
<Player>I try to recall every word.</Player>",0.16
"health: 0.50
strength: 0.34
dexterity: 0.35
perception: 0.27
intelligence: 0.56
charisma: 0.30
stamina: 0.22
<DM>You attempt to forge a signature perfectly.</DM>
<Player>I carefully mimic the handwriting.</Player>",0.17
"health: 0.62
strength: 0.28
dexterity: 0.20
perception: 0.55
intelligence: 0.39
charisma: 0.36
stamina: 0.21
<DM>You attempt to leap across a wide gap.</DM>
<Player>I go for it.</Player>",0.14
"health: 0.57
strength: 0.35
dexterity: 0.31
perception: 0.43
intelligence: 0.30
charisma: 0.50
stamina: 0.19
<DM>You must drink an opponent under the table.</DM>
<Player>I take a deep breath and start drinking.</Player>",0.12
"health: 0.49
strength: 0.32
dexterity: 0.28
perception: 0.59
intelligence: 0.42
charisma: 0.26
stamina: 0.22
<DM>A carnival game challenges you to throw a ring onto a bottle.</DM>
<Player>I aim carefully and throw.</Player>",0.16
"health: 0.47
strength: 0.20
dexterity: 0.34
perception: 0.52
intelligence: 0.41
charisma: 0.39
stamina: 0.18
<DM>A heavy wooden gate is blocking your way.</DM>
<Player>I try to push it open.</Player>",0.12
"health: 0.55
strength: 0.27
dexterity: 0.29
perception: 0.35
intelligence: 0.38
charisma: 0.22
stamina: 0.20
<DM>A wild horse needs to be tamed.</DM>
<Player>I grab the reins and try to mount it.</Player>",0.13
"health: 0.60
strength: 0.34
dexterity: 0.20
perception: 0.49
intelligence: 0.50
charisma: 0.21
stamina: 0.19
<DM>You attempt to carve a delicate figurine.</DM>
<Player>I carefully chisel the details.</Player>",0.14
"health: 0.42
strength: 0.31
dexterity: 0.22
perception: 0.54
intelligence: 0.53
charisma: 0.35
stamina: 0.17
<DM>You must outrun a group of bandits.</DM>
<Player>I take off sprinting.</Player>",0.11
"health: 0.51
strength: 0.26
dexterity: 0.28
perception: 0.37
intelligence: 0.56
charisma: 0.39
stamina: 0.16
<DM>You are trying to convince a guard to let you pass.</DM>
<Player>I spin a convincing lie.</Player>",0.13
"health: 0.45
strength: 0.29
dexterity: 0.31
perception: 0.41
intelligence: 0.40
charisma: 0.20
stamina: 0.21
<DM>A suspicious shopkeeper eyes you warily.</DM>
<Player>I try to haggle for a lower price.</Player>",0.12
"health: 0.58
strength: 0.24
dexterity: 0.27
perception: 0.33
intelligence: 0.52
charisma: 0.30
stamina: 0.15
<DM>A scholar challenges you to a history contest.</DM>
<Player>I answer their question confidently.</Player>",0.14
"health: 0.48
strength: 0.37
dexterity: 0.26
perception: 0.58
intelligence: 0.31
charisma: 0.22
stamina: 0.18
<DM>A large stone block is falling toward you!</DM>
<Player>I dive out of the way.</Player>",0.13
"health: 0.63
strength: 0.30
dexterity: 0.25
perception: 0.36
intelligence: 0.47
charisma: 0.34
stamina: 0.14
<DM>You must solve a complex puzzle to open a door.</DM>
<Player>I analyze the symbols and try to solve it.</Player>",0.15
"health: 0.50
strength: 0.31
dexterity: 0.30
perception: 0.39
intelligence: 0.41
charisma: 0.22
stamina: 0.16
<DM>A pack of wolves surrounds you.</DM>
<Player>I try to intimidate them.</Player>",0.11
"health: 0.39
strength: 0.22
dexterity: 0.34
perception: 0.48
intelligence: 0.33
charisma: 0.40
stamina: 0.20
<DM>A locked chest sits before you.</DM>
<Player>I try to pick the lock.</Player>",0.14
"health: 0.61
strength: 0.27
dexterity: 0.21
perception: 0.52
intelligence: 0.35
charisma: 0.28
stamina: 0.17
<DM>A rogue swings a sword at you.</DM>
<Player>I parry the strike.</Player>",0.12
"health: 0.47
strength: 0.33
dexterity: 0.29
perception: 0.43
intelligence: 0.42
charisma: 0.19
stamina: 0.14
<DM>You must drink a potion with a foul taste.</DM>
<Player>I try to hold my breath and swallow.</Player>",0.13
"health: 0.54
strength: 0.35
dexterity: 0.28
perception: 0.55
intelligence: 0.29
charisma: 0.21
stamina: 0.15
<DM>A magic scroll must be deciphered.</DM>
<Player>I try to read the ancient language.</Player>",0.12
"health: 0.52
strength: 0.29
dexterity: 0.20
perception: 0.45
intelligence: 0.51
charisma: 0.30
stamina: 0.18
<DM>You are challenged to a duel.</DM>
<Player>I draw my sword and fight.</Player>",0.13
"health: 0.43
strength: 0.28
dexterity: 0.24
perception: 0.57
intelligence: 0.40
charisma: 0.19
stamina: 0.14
<DM>A quicksand pit is pulling you under.</DM>
<Player>I try to struggle free.</Player>",0.11
"health: 0.49
strength: 0.26
dexterity: 0.28
perception: 0.36
intelligence: 0.52
charisma: 0.29
stamina: 0.15
<DM>You need to recall a prophecy to save the day.</DM>
<Player>I search my memory for the details.</Player>",0.14
"health: 0.59
strength: 0.22
dexterity: 0.27
perception: 0.41
intelligence: 0.39
charisma: 0.34
stamina: 0.16
<DM>A mysterious figure offers you a deal.</DM>
<Player>I try to negotiate better terms.</Player>",0.13
"health: 0.46
strength: 0.25
dexterity: 0.31
perception: 0.53
intelligence: 0.38
charisma: 0.20
stamina: 0.17
<DM>You attempt to juggle three knives for a crowd.</DM>
<Player>I give it a try.</Player>",0.12
"health: 0.41
strength: 0.22
dexterity: 0.19
perception: 0.33
intelligence: 0.38
charisma: 0.25
stamina: 0.14
<DM>You try to lift a boulder blocking your path.</DM>
<Player>I attempt to move the boulder with all my strength.</Player>",0.1
"health: 0.47
strength: 0.21
dexterity: 0.15
perception: 0.52
intelligence: 0.29
charisma: 0.16
stamina: 0.18
<DM>A river is raging before you.</DM>
<Player>I try to swim across the current.</Player>",0.09
"health: 0.50
strength: 0.18
dexterity: 0.22
perception: 0.47
intelligence: 0.32
charisma: 0.21
stamina: 0.11
<DM>You have to balance on a narrow ledge to cross a ravine.</DM>
<Player>I try to balance myself and walk across.</Player>",0.1
"health: 0.46
strength: 0.27
dexterity: 0.20
perception: 0.42
intelligence: 0.30
charisma: 0.33
stamina: 0.17
<DM>A group of bandits demands your valuables.</DM>
<Player>I try to bluff my way out of it.</Player>",0.12
"health: 0.41
strength: 0.23
dexterity: 0.19
perception: 0.51
intelligence: 0.28
charisma: 0.17
stamina: 0.13
<DM>You find yourself surrounded by enemies in a dark alley.</DM>
<Player>I try to sneak past them.</Player>",0.11
"health: 0.38
strength: 0.21
dexterity: 0.14
perception: 0.50
intelligence: 0.35
charisma: 0.19
stamina: 0.10
<DM>You try to escape from an underground cave before it collapses.</DM>
<Player>I run as fast as I can toward the exit.</Player>",0.08
"health: 0.49
strength: 0.24
dexterity: 0.29
perception: 0.45
intelligence: 0.27
charisma: 0.20
stamina: 0.12
<DM>You face off against a skilled archer in a duel.</DM>
<Player>I attempt to dodge their arrows.</Player>",0.1
"health: 0.55
strength: 0.22
dexterity: 0.25
perception: 0.44
intelligence: 0.38
charisma: 0.16
stamina: 0.13
<DM>You attempt to break through a locked door.</DM>
<Player>I use all my strength to break the door down.</Player>",0.11
"health: 0.53
strength: 0.20
dexterity: 0.30
perception: 0.48
intelligence: 0.32
charisma: 0.18
stamina: 0.15
<DM>A trap has been set in your path.</DM>
<Player>I try to disarm it with my hands.</Player>",0.12
"health: 0.49
strength: 0.26
dexterity: 0.22
perception: 0.46
intelligence: 0.31
charisma: 0.15
stamina: 0.17
<DM>You face a puzzle that needs solving to move forward.</DM>
<Player>I attempt to solve the puzzle using logic.</Player>",0.1
"health: 0.42
strength: 0.23
dexterity: 0.17
perception: 0.39
intelligence: 0.36
charisma: 0.20
stamina: 0.11
<DM>You try to start a fire in wet conditions.</DM>
<Player>I attempt to start the fire with a flint and steel.</Player>",0.09
"health: 0.40
strength: 0.18
dexterity: 0.26
perception: 0.34
intelligence: 0.27
charisma: 0.16
stamina: 0.14
<DM>You attempt to climb a steep, slippery mountain.</DM>
<Player>I try to climb with all my might.</Player>",0.08
"health: 0.45
strength: 0.28
dexterity: 0.23
perception: 0.37
intelligence: 0.39
charisma: 0.18
stamina: 0.12
<DM>You try to escape a collapsing tunnel.</DM>
<Player>I dash towards the exit as quickly as possible.</Player>",0.09
"health: 0.53
strength: 0.21
dexterity: 0.25
perception: 0.42
intelligence: 0.34
charisma: 0.20
stamina: 0.13
<DM>You attempt to decipher an ancient book.</DM>
<Player>I try to read the pages and understand them.</Player>",0.12
